Activity Id,Date,Type,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),GPX File,Average Pace (seconds)
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,4.053063056529467,41:58:00,10:23,5.792241120432411,592.0709127275773,167.08765052144486,148.91115064023336,2023-09-09-185703.gpx,622.9578062932536
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.0687322718546888,20:25,10:06,5.99617745549452,247.28778812834966,339.1860087657893,155.1086779224442,2024-06-13-162553.gpx,606.0225442930899
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,1.927548333793628,19:41,9:49,6.249219830391785,294.86075259302095,77.05841584351124,143.98237249703615,2024-06-16-175103.gpx,588.7931783477756
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.330967310484942,22:25,9:50,6.137592070226791,337.1033068909217,107.05108723909338,174.17495207132313,2023-09-26-204557.gpx,589.8067114757778
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,4.206488358000065,41:58:00,10:23,5.897848288402942,591.9504726379407,167.16197648846787,148.87230627078696,2023-09-09-185703.gpx,622.9978207203628
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.042569393269592,19:28,9:41,6.2824655292545435,243.5435136775811,339.84894462104404,159.01753549248014,2024-06-11-164323.gpx,580.9491342810142
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.332049348409554,22:25,9:50,6.284956345367624,336.81158269616867,107.16808455370123,174.0031825289732,2023-09-26-204557.gpx,590.1733260059327
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.6889148534813967,28:49:00,10:07,6.055080194331893,428.98483059082804,139.07862041838024,156.67222110168177,2023-09-25-183732.gpx,607.099070869551
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,1.8363632643660748,19:28,9:41,6.238070334093085,243.58642936615854,339.8837375951671,158.95954614654852,2024-06-11-164323.gpx,581.047756568389
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.0386813549987415,24:06:00,11:25,5.204033881535031,314.82481577553096,81.94206068687723,156.62680628331708,2024-06-13-162503.gpx,684.9206917819403
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.818580791598692,28:49:00,10:07,5.90230985013568,429.084032425082,139.1217471547117,156.72242564859363,2023-09-25-183732.gpx,606.9383120849435
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.2427944004388416,22:25,9:50,6.059301160323007,337.0879749184531,107.08763702987507,173.96566103862403,2023-09-26-204557.gpx,590.0701630209048
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.8018031337763118,21:09,11:47,5.138002909204248,276.09179813586917,94.87099109318861,156.682366572872,2023-11-26-161412.gpx,707.2486225706629
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.099255878767034,20:25,10:06,5.836399218828176,247.3619853475933,338.9370343843525,155.23922196399445,2024-06-13-162553.gpx,605.9059079691879
1ed8826d-5685-45a6-a50b-e491c01602f3,8/3/2023 19:42,Running,3.2911856942785933,36:06:00,10:45,5.396313161258157,499.9451710853905,189.9511278838917,157.76224944156468,2023-08-03-194206.gpx,645.0004216195125
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.4042532129796843,34:07:00,10:13,5.754803071798848,496.0764705915863,176.88134257199937,165.09405751469575,2023-08-11-201935.gpx,613.1085592456134
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,2.058363238601975,18:52,9:23,6.43969240540707,299.9835648894925,77.99122631742694,156.99142547489154,2024-06-20-194818.gpx,562.9500544496549
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.4324058885404094,34:01:00,9:58,6.1838661085840085,510.9416589755929,159.8479994156621,164.94561710763557,2023-09-27-185128.gpx,598.0043967571874
7555a62d-ee51-4dd9-884e-8ead83527da8,8/2/2023 21:18,Running,2.189784193144113,25:08:00,11:11,5.282797580765337,331.89361431415847,134.11710161208308,148.77999835476697,2023-08-02-211805.gpx,671.0291423803736
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,1.870553954223102,19:41,9:49,6.025337642241126,294.96313422941756,77.11926194174367,143.951875262342,2024-06-16-175103.gpx,589.0936785912868
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.5447259303898644,25:55:00,9:50,6.265925626551858,397.06330237557626,132.85755529513986,156.99671482630066,2023-10-02-092101.gpx,589.8817481368103
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.6182728837062674,22:25,9:50,6.029574818664121,336.9404489193007,106.91632966826337,174.02442876969604,2023-09-26-204557.gpx,590.1727863415919
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.585667107404105,25:55:00,9:50,5.968738430680152,397.03948792968856,133.05139577700407,156.9866428662001,2023-10-02-092101.gpx,590.0363169900032
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.4903013936791343,24:14:00,10:23,5.817804618795379,353.9773339019629,131.0377231774714,145.171676239663,2023-08-09-194525.gpx,623.0986582745688
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,3.9036417044604943,43:40:00,10:52,5.595561050152667,586.2683895176308,210.98340864519176,155.13709486060796,2023-09-11-211315.gpx,652.0147135178474
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.095434141193496,43:40:00,10:52,5.5861588904556125,585.8788351693247,211.01519980056327,154.92243992500102,2023-09-11-211315.gpx,651.9759606562362
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.2077058851337554,24:06:00,11:25,5.185061909272464,315.0010352836896,81.98234761782167,156.55820777701146,2024-06-13-162503.gpx,684.8540532612395
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.1027897059455136,34:07:00,10:13,5.979928414888793,496.059891384045,176.96271600337386,165.15187692061966,2023-08-11-201935.gpx,613.051127042222
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.953936476159164,21:09,11:47,4.958964058373245,275.9089663925099,94.90274782047435,156.66949484282202,2023-11-26-161412.gpx,706.923593346622
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,2.2312209876961164,19:41,9:49,6.073743268949511,295.0457211489027,77.04682499541057,143.97124372577355,2024-06-16-175103.gpx,588.9922768027202
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.2455089734786036,25:52:00,12:01,4.886826631282281,318.2476844156327,112.01901231628761,156.83667218245836,2023-07-27-202935.gpx,720.9407414835606
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,2.1761792052909197,20:04,9:52,6.169069885594233,301.9368542483901,92.98008275317942,156.92512199635425,2024-06-11-164314.gpx,591.9561256171493
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.857663630437512,21:09,11:47,5.1892268515007585,276.1009592173294,94.94886313712213,156.53101035784672,2023-11-26-161412.gpx,706.8802195484478
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.949136002239124,28:49:00,10:07,5.941671238226061,429.24093969691967,139.0055435744664,156.48255187711476,2023-09-25-183732.gpx,607.0622306619586
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.6645128430942493,21:09,11:47,5.193133261562454,276.1667665662911,95.09486307813447,156.60350747411562,2023-11-26-161412.gpx,706.949863161094
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.033030712311583,43:40:00,10:52,5.547945064965872,585.9797466327668,210.98517734716017,155.30198394086216,2023-09-11-211315.gpx,651.9423610025472
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.1666468181769227,19:28,9:41,6.12825159991312,243.44842220806973,340.07797584048774,158.89076702344528,2024-06-11-164323.gpx,581.1046172028376
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.3898806653206135,34:01:00,9:58,5.9930167447190295,511.1144579850024,160.10943835621617,164.89904298546327,2023-09-27-185128.gpx,597.9772967921951
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.3188829434489473,22:25,9:50,5.917090245114812,336.96424722006685,107.02713734073491,174.16165669836826,2023-09-26-204557.gpx,590.109186623098
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.3797964309615076,22:34,10:29,5.809800197436662,321.92588993262905,151.05936644243855,160.04612135050235,2024-06-19-125649.gpx,629.0257232901437
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,3.1667328948155897,29:30:00,9:31,6.589823697575629,466.97158061984214,145.00985435664225,160.97759018637834,2023-10-08-120433.gpx,571.0609671394578
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.1227275458214967,19:28,9:41,6.267859328522542,243.52740374677157,340.0595637903536,158.96515648872014,2024-06-11-164323.gpx,580.8656675624532
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.510733370023873,34:01:00,9:58,6.001186083016332,510.90095206879045,159.81495471266726,165.066209795295,2023-09-27-185128.gpx,598.0226840312104
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,1.9324029474813273,19:28,9:41,6.12994056424893,243.49413834933478,340.0510998633942,159.10465243806863,2024-06-11-164323.gpx,581.048771971258
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.719841852831952,39:09:00,10:46,5.5525308513332075,539.0768899912503,175.05572955421871,159.2001744017445,2023-08-07-191444.gpx,646.0315718625119
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.8687471688744297,18:09,9:29,6.336441465553709,287.9437213523989,95.78927605496865,155.8995202090674,2023-10-03-082352.gpx,569.1052850299322
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,3.011249258871043,29:30:00,9:31,6.2204607221290935,466.8052778842083,144.9116346977447,160.99303717879812,2023-10-08-120433.gpx,571.1496819120609
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,2.1176753335067784,19:41,9:49,6.2005174323107415,294.9592900692346,76.96041274163844,144.00304076227772,2024-06-16-175103.gpx,589.0240746885339
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.762051317700587,28:49:00,10:07,5.780774414007528,429.0693833533537,139.10135126583467,156.67119159700925,2023-09-25-183732.gpx,606.9550653298267
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.160891211157991,24:06:00,11:25,5.326106273707058,315.0040954948477,82.03532023999287,156.7329639964288,2024-06-13-162503.gpx,685.2211625517925
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.3465283904262857,34:01:00,9:58,6.132429060178096,510.90813086963976,160.13931693110462,165.13011617433057,2023-09-27-185128.gpx,597.8203757873997
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.2004247978594305,24:14:00,10:23,5.643246776073308,353.7557687392889,130.97377270792822,144.9708235964894,2023-08-09-194525.gpx,622.9239507833116
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.2846340121719377,22:25,9:50,6.175405106662586,337.13788965461646,106.94414261477078,173.90793821050926,2023-09-26-204557.gpx,589.9261641700155
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.606884649507123,25:55:00,9:50,6.251029419988008,397.0316274081485,132.83775076286548,156.9400359501059,2023-10-02-092101.gpx,590.0588824924447
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.377988501928549,34:07:00,10:13,5.801615097399071,495.97117707842693,177.1723982914237,165.09404159876544,2023-08-11-201935.gpx,613.1487678506843
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.886893668938669,18:09,9:29,6.219195282387268,288.02063132831813,96.07430350870631,155.96270400165122,2023-10-03-082352.gpx,569.0746208227605
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.777793278057206,21:09,11:47,5.0805420475753,275.858811011332,94.92758497468826,156.68648123154645,2023-11-26-161412.gpx,707.1520809612038
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,-0.003715401118268666,0:01,,5.724759989980759,-0.0949959207815239,-0.0036124345797473216,152.11856925428557,2024-06-11-170300.gpx,627.0807626969994
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.7429137353816653,21:09,11:47,4.972778956450081,276.02848482842376,94.90660539104124,156.84344468042678,2023-11-26-161412.gpx,706.9174635914559
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,2.0529745762244254,19:41,9:49,5.973481589712406,295.0677422216434,76.89043731161262,143.98763980155624,2024-06-16-175103.gpx,588.9436852368523
7555a62d-ee51-4dd9-884e-8ead83527da8,8/2/2023 21:18,Running,2.108448751608743,25:08:00,11:11,5.501451709245098,332.02614372961006,134.08451914130444,148.83403579767594,2023-08-02-211805.gpx,670.9448745942354
d270929f-95e8-49d9-8fac-0517bf72be5a,8/14/2023 19:07,Running,4.010573522233867,44:23:00,11:05,5.311896948578899,592.0084188245725,218.99986659226107,156.59165537761245,2023-08-14-190717.gpx,664.9318320971254
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,-0.23883648027466187,0:01,,5.735529364383427,0.10559408346599382,0.04326783468622235,152.19534844234536,2024-06-11-170300.gpx,627.1249303706085
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,3.9851254426003155,41:58:00,10:23,5.653771547125236,592.0774223657764,167.10872282562173,149.22030186689335,2023-09-09-185703.gpx,622.8767325345107
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,1.9802553297167578,19:28,9:41,6.231010376373722,243.65835027489376,340.0373921715912,159.0244509382301,2024-06-11-164323.gpx,580.9171341228187
d270929f-95e8-49d9-8fac-0517bf72be5a,8/14/2023 19:07,Running,3.984244082464696,44:23:00,11:05,5.394682489312645,591.9343267835786,218.91612226096626,156.51262560415876,2023-08-14-190717.gpx,664.8474993756953
d270929f-95e8-49d9-8fac-0517bf72be5a,8/14/2023 19:07,Running,3.898976261431718,44:23:00,11:05,5.418547792048032,592.0195818767943,218.99609560133467,156.50283670416542,2023-08-14-190717.gpx,665.0226623550294
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.5852450671054994,39:09:00,10:46,5.542811927992842,538.9933518659856,175.0165121380751,158.92750207928387,2023-08-07-191444.gpx,646.0915816543395
c3c0f61e-07db-4e51-a333-ee4db9394fb1,9/6/2023 19:29,Running,4.078624833038288,44:01:00,10:54,5.384268094770019,595.0770205047581,166.9530167105593,153.96543995268115,2023-09-06-192913.gpx,653.8852269555015
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,3.996291781561834,41:58:00,10:23,5.714023378234208,592.0112937320895,167.04350792726922,149.01554588160812,2023-09-09-185703.gpx,622.9337557866534
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.033418152291505,31:27:00,10:25,5.528144562014509,456.9065602762649,145.94809780633037,164.9282765103307,2023-10-04-095707.gpx,625.1283291445013
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.051293252486688,20:25,10:06,5.942161996883377,247.3510497154648,338.8709360975818,155.0752526085994,2024-06-13-162553.gpx,606.1000614605296
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.0837860161646238,31:27:00,10:25,5.8561115796262975,457.0843340100383,145.99662621711332,165.06658558557618,2023-10-04-095707.gpx,624.9260939796733
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.0560657134379796,31:27:00,10:25,5.9069150526013035,457.1501753712287,146.00147152407934,164.9734908603057,2023-10-04-095707.gpx,625.0066927272802
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.3342128954647183,24:14:00,10:23,5.6545951085134885,354.0667644393779,131.0252124297636,145.1615904055815,2023-08-09-194525.gpx,623.0380200405123
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,2.0820765558048766,20:04,9:52,6.065479186566138,302.008140613674,93.0333189668348,156.80492868576312,2024-06-11-164314.gpx,591.9062804831935
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.193284543766575,43:40:00,10:52,5.487512661490046,585.9639345201628,210.98133974385775,154.80785356855932,2023-09-11-211315.gpx,652.0616164514661
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.014690915399341,43:40:00,10:52,5.4605425783133175,586.1936124698401,211.0313343209204,155.0160551140416,2023-09-11-211315.gpx,651.8358174483009
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,1.9741796283773256,20:25,10:06,5.907302549944326,247.3071569627281,338.8170663410483,155.06361274627454,2024-06-13-162553.gpx,606.0102437698453
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.5291489158731273,39:09:00,10:46,5.490464186677491,538.8750896525382,175.07824901446855,159.05700634070521,2023-08-07-191444.gpx,645.9726468955049
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.281082059938178,34:07:00,10:13,5.905677199642537,496.1640887311435,176.97716103653352,164.92411023122762,2023-08-11-201935.gpx,613.0204953401895
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.6573198635937634,25:55:00,9:50,5.976031852674932,397.03075561652696,132.8049068148404,157.06903926844063,2023-10-02-092101.gpx,590.0233006305093
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.069158363989231,43:40:00,10:52,5.653378217619741,586.1054014812072,211.14649356568466,154.98898214676868,2023-09-11-211315.gpx,652.1018554135911
c3c0f61e-07db-4e51-a333-ee4db9394fb1,9/6/2023 19:29,Running,4.055191991371524,44:01:00,10:54,5.535073139882552,594.8770075385285,167.04078698877942,154.07190519321594,2023-09-06-192913.gpx,654.0148799625947
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.9027514785004271,21:09,11:47,5.134129021831491,275.9981401705709,94.88079078110117,156.74208924788857,2023-11-26-161412.gpx,706.8032109520461
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.7466576166916006,21:09,11:47,5.1527552933377265,276.04453948619016,94.93033541202219,156.78892674973275,2023-11-26-161412.gpx,707.0695474982745
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,2.0482623104418884,18:52,9:23,6.269337516585416,300.034674361775,78.22746466795229,157.05291844781848,2024-06-20-194818.gpx,562.9030840896108
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.1020606362668204,24:06:00,11:25,5.338428164560357,315.05654319009346,81.96259940240431,156.67650268327773,2024-06-13-162503.gpx,685.2002139241231
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.2263814041629395,25:52:00,12:01,5.142175464183016,318.0946901320008,111.91558848633603,156.58018671906254,2023-07-27-202935.gpx,721.1210648879803
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.0654106424366754,25:52:00,12:01,4.848632619460246,318.0257107692732,111.97698465710683,156.60660498926913,2023-07-27-202935.gpx,720.9714378546038
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.060293764522865,43:40:00,10:52,5.49972047272612,585.954381165986,210.96532901644167,154.93152707265537,2023-09-11-211315.gpx,652.0502950881928
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.0667734158109936,19:28,9:41,6.274780634142765,243.45119321372943,340.034213588531,158.9816227946071,2024-06-11-164323.gpx,580.9581337106873
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,1.972823651664499,20:38,10:47,5.590389069959042,285.0611450712764,107.02956476191505,141.8184923487583,2023-08-06-104332.gpx,646.9440027395208
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,2.0189857852334865,19:41,9:49,6.128497147624681,295.05426131580356,76.70823490603348,143.96335650803445,2024-06-16-175103.gpx,588.9220556798466
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.0333342570803064,25:52:00,12:01,5.1116197264338386,317.8438327457568,111.89671231200123,156.47312886868414,2023-07-27-202935.gpx,721.1473489082625
c3c0f61e-07db-4e51-a333-ee4db9394fb1,9/6/2023 19:29,Running,4.095491922544917,44:01:00,10:54,5.43200516629079,594.9606287245556,167.107869727017,154.05710564729608,2023-09-06-192913.gpx,653.9531151201642
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.8892623710643377,21:09,11:47,5.0394337199470725,276.1060192641472,94.90166165991891,156.83187655797886,2023-11-26-161412.gpx,707.3185165574699
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.102597449648689,20:25,10:06,6.090984383634044,247.21102584529922,338.861628104191,154.98223751939145,2024-06-13-162553.gpx,605.8873475166201
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.1459158353807504,22:34,10:29,5.704407164195659,321.86028347727387,151.23652053280028,159.98142978712428,2024-06-19-125649.gpx,629.0896826519315
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,2.9362375514359136,29:30:00,9:31,6.079553696236577,466.91694230656447,145.0884926292688,160.859449132243,2023-10-08-120433.gpx,570.8696402282916
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.9400488165013545,28:49:00,10:07,5.926688733561511,428.89082011634525,139.0411534167217,156.94593908702714,2023-09-25-183732.gpx,607.014706398401
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,2.1183230207929538,20:38,10:47,5.4394098748067155,284.7480186178695,107.05957034109687,141.98253325915078,2023-08-06-104332.gpx,647.0641033905339
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.8329394943696238,21:09,11:47,5.142020147538094,275.9011805237864,95.06247316576383,156.6799506046757,2023-11-26-161412.gpx,707.1234165970171
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.1487954398770923,22:25,9:50,6.200952486998764,336.8777919455382,106.8218233049164,174.035145385005,2023-09-26-204557.gpx,589.851303873609
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.210293412792921,22:25,9:50,6.0236627787445824,336.83294910732684,106.87237711161241,173.8074184246145,2023-09-26-204557.gpx,589.8281031440537
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,1.9465423429181659,20:38,10:47,5.652787300964465,285.0247175101064,107.02245703772748,141.95875881964386,2023-08-06-104332.gpx,647.0360707894187
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,1.9983976502837235,20:04,9:52,6.065275595141962,302.12789202912677,93.07650193621842,156.85470760875143,2024-06-11-164314.gpx,591.9719900917581
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.151883063503716,20:25,10:06,5.882253108734931,247.3557753518957,338.9428108268054,155.0340631660899,2024-06-13-162553.gpx,605.9520158712585
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.705007568645019,18:09,9:29,6.245214031016589,287.925324047777,95.97704253008106,156.0474636839776,2023-10-03-082352.gpx,568.9262942370088
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.4158272844097315,24:14:00,10:23,5.783877174684724,353.9293741166535,131.05674708413778,145.15585142288114,2023-08-09-194525.gpx,622.9980622291923
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.12567419936761,31:27:00,10:25,5.699015967933429,457.09988200460623,146.10281383772292,164.9541454281269,2023-10-04-095707.gpx,624.9794391314082
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.9058709821823447,21:09,11:47,4.933701273921503,275.90673565028067,95.15231027382174,156.75566415840092,2023-11-26-161412.gpx,707.0013365779713
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.363677972621271,34:07:00,10:13,6.0787519864128035,495.9999245258538,177.00471768500833,165.11682505318132,2023-08-11-201935.gpx,612.935703872282
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,1.9790074285571764,18:52,9:23,6.319339841383607,300.0655618040675,77.98765634942727,157.15646919879347,2024-06-20-194818.gpx,563.0363085573517
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.119838223664178,25:52:00,12:01,4.934287116483356,317.9699470427881,112.04353787458507,156.6917464072653,2023-07-27-202935.gpx,720.7649899225106
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.3743103135056693,34:07:00,10:13,5.871662788327026,496.0305816963251,176.97921090881485,165.16627555834583,2023-08-11-201935.gpx,613.200296403074
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.5708958671371644,25:55:00,9:50,6.177378368338473,397.0105652179429,133.09606343577434,156.84432116940152,2023-10-02-092101.gpx,590.162954696477
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,4.056539116262797,41:58:00,10:23,5.913595635245172,592.075615819521,166.96018748966824,149.06240357670842,2023-09-09-185703.gpx,623.0044339754352
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.281249243696824,22:34,10:29,5.741236479944405,321.9444724812257,151.01600337083292,159.94290535064806,2024-06-19-125649.gpx,629.1003736902213
9e00d3e4-4169-4ec4-a65d-bd299052bd56,9/16/2023 19:12,Running,3.8776906564025695,45:06:00,11:14,5.140901732559518,598.9418694492001,145.0105239971411,166.01332668360837,2023-09-16-191230.gpx,674.076985889513
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.203291149905248,22:25,9:50,6.0025377765062835,337.05346786694184,106.98427280681915,173.9780252269153,2023-09-26-204557.gpx,590.1491508659097
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.032516519377003,22:34,10:29,5.65143645806739,321.8728291416292,150.94453160921987,159.86714612583663,2024-06-19-125649.gpx,629.0465802851461
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.106977686061665,22:34,10:29,5.6469080951699775,322.1298620561977,150.8343575527197,159.92481225986896,2024-06-19-125649.gpx,628.960867406001
